"","date","party","state","text","before_after"
"719",2010-09-21,"D","MN","treating gays and lesbians unequally because of their sexual orientation just does not make sense to me. we should not be denying gay and lesbian americans the ability to serve our nation simply because of who they are. a washington post/abc news poll in february 2010 showed that 75 percent of americans believe gay and lesbian americans should be able to serve openly in the u.s. we all know that brave gay men and women have served in our countrys uniform throughout its history. and yet he is one of the gayest men i have ever met. ""we are gay."" and i think everybody knew it. that gay man or that gay woman who has been serving with you for the last year or somebody who comes in here with a moral waiverand many of those troops who had moral waivers served very honorably and bravelyor someone with a cognitive waiverand many of those flourished in the militarythey would say: i want that gay soldier. that lesbian soldier. all gay and lesbian servicemembers want is to be able to serve. the evidence is clear from other countries that have allowed gay and lesbian citizens to serve openly in their militaryand susan collins spoke about this today. do we want our military officers spending valuable time and resources investigating and kicking troops out of the military for being gay?","before"
"720",2010-12-18,"D","MN","who basically said they can live with this policy change or they can live with serving with a soldier who admits they are gay.","before"
"721",2011-03-10,"D","MN","who targeted him because he was different- because he was gay. nine out of ten lgbt students are harassed or bullied or taunted in school. the harassment of lgbt students can even lead to suicide. more than a thirdmore than a thirdof lesbian. gay. and bisexual youth have made a suicide attempt. parents of lgbt students have limited legal recourse when schools fail to protect their children from harassment and bullying. it is simple: when a school acts to protect kids with disabilities from bullying but looks the other way when lgbt kids are harassed by their peers. when school staff members participate in or encourage bullying of lgbt youth. when a principal excuses a bully who torments an lgbt kid with ""boys will be boys."" this is discrimination and needs to stop. it would give lgbt students similar civil rights protections against bullying and harassment as those that currently apply to students based on characteristics such as race and gender. when 9 in 10 lgbt kids are bullied at school. when one third of lgbt kids say they have skipped a day of school in the last month because of feeling unsafe. it is time that we extend equal rights to lgbt students.","before"
"722",2011-03-16,"D","MN","gay. it seems like some of my friends on the conservative side of this body would have ""and liberty and justice for all except gays.","before"
"723",2011-07-28,"D","MN","bert."" it was great to see that bert was joined at sundays induction ceremony by his wife gayle. bert and his wife gayle started the ""circle me.","before"
"724",2011-12-01,"D","MN","no matter whether youre straight or gay.","before"
"725",2011-12-08,"D","MN","gays.","before"
"726",2012-02-02,"D","MN","whether youre straight or gay or whether youre male or female.","before"
"727",2012-02-09,"D","MN","whether they are straight or gay. stop blaming the gay community for failures in peoples marriages.","before"
"728",2012-02-16,"D","MN","gays versus straights.","before"
"729",2012-06-21,"D","MN","gay.","before"
"730",2012-09-13,"D","MN","is the victim gay?","before"
"731",2012-11-29,"D","MN","an america where theres not full inclusion of lgbt americans or americans who are trying to join america through immigrationa not fully inclusive america.","before"
"732",2013-01-22,"D","MN","the gay rights movement. and some republicans are gay. no president has ever mentioned before the gay community in the united states. but all of us know that there is prejudice against the gay community. including gay people.","before"
"733",2013-11-06,"D","MN","our gay and lesbian servicemembers who serve this nation with honor and distinction can serve openly. the domestic partnership benefits and obligations act of as we discuss policies affecting lgbt americans. in 29 states it is still legal to fire someone because they are gay. support a federal law protecting lgbt individuals from discrimination in the workplace. one poll found that 63 percent of small businesses support greater legal protections for lgbt workers.","after"
"734",2013-11-07,"D","MN","it is still perfectly legal to fire someone simply because they are gay. but if a persons boss discovers that he or she is gay or transgender or suspects it. that is a terrible injustice for americans who happen to be lgbt. many americans do not realize it remains legal to discriminate against lgbt americans in the workplace. the debate we are having in the senate today is about whether we should ensure lgbt americans dont suffer discrimination in the workplace. making enda law will be the next significant step in the fight for equality for lgbt americans. and minnesota was the first state to include protections for transgender workers. for lgbt minnesotans it has meant they do not have to live in fear of being fired or discriminated against in hiring just because of who they are or because of whom they love. but if you are not an lgbt minnesotan. there has not been a flood of lawsuits because the rights of lgbt minnesotans are wisely respected. except that it is better because lgbt minnesotans are free from discrimination at work. it is long past time that lgbt employees around the country be guaranteed the same rights they have had in minnesota for 20 years. our law has given lgbt minnesotans peace of mind and freedom from discrimination at work and improved the overall climate in our state for those individuals.","after"
"735",2014-03-25,"D","MN","and the russian lgbt community lives under the constant threat of oppression.","after"
"736",2014-11-17,"D","MN","thanks to the leadership of the late democratic senator gaylord nelson. it is a popular tourist destination in the summer and home to the 35.000acre gaylord nelson wilderness area.","after"
"737",2015-04-15,"D","MN","they dont care if you are straight or gay. they want to split the straight from the gay.","after"
"738",2015-07-09,"D","MN","which will give lgbtlesbian. gay. bisexual. and transgender students the protection they need and deserve in school.","after"
"739",2015-07-13,"D","MN","and it extends those protections to lesbian. gay. bisexual. and transgender childrenlgbt children. it stands for the principle that lgbt kids have a right not to be bullied just because of who they are. but if a gay child is relentlessly harassed by his classmates. and other administrators refer to a transgender child not as ""he"" or ""she"" but as ""it."" there is no law that was written to protect those children. the bullying of lgbt children in our schools has reached epidemic proportions. more than 30 percent of lgbt kids report missing a day of school in the previous month because they felt unsafe. nearly 75 percent of lgbt students say they have been verbally harassed at school. and more than 35 percent of lgbt students report being physically attacked. lgbt kids comprise 40 percent of all homeless youth. but lgbt kids inability to escape verbal harassment and physical attacks makes them drop out. wendy told me that seth had endured years of antigay harassment at school in tehachapi. other students started calling him gay. students called him faggot and queer. the kids at carls school started to bully and harass him for ""acting gay"" or ""acting like a girl"" even though he didnt identify as lgbt. they are just a few of the many tragic cases in an epidemic of school bullying against lgbt kids or kids who are perceived to be lgbt. but lgbt students face bullying and intimidation without recourse. this amendment would simply provide lgbt kids with the same legal remedies available to other kids under our federal civil rights laws. it would ensure that lgbt kids have the same protections. lgbt students report nearly onethird fewer instances of physical harassment and nearly half as many instances of physical assault as in states lacking these protections. we have come incredibly far in our understanding of lgbt people in a very short period of time not just as a country but as a body. it would prohibit firing someone or harassing them at work for being gay or transgender.","after"
"740",2015-07-14,"D","MN","the student nondiscrimination act would extend the same federal civil rights protections available to other children to lgbt children. lgbt kids are facing an epidemic of bullying in our schools. nearly 75 percent of lgbt students say they have been verbally harassed at school. which protects lgbt adults. think about the lgbt people you knowyour friends.","after"
"741",2015-12-08,"D","MN","i do have to express my deep disappointment that my measure to help protect lgbt students from bullying and discrimination was not included in the final bill.","after"
"742",2016-06-14,"D","MN","crowded lgbt nightclub. it was also the deadliest attack on the lesbian. gay. bisexual. and transgender community that our nation has ever known. a gay nightclub that barbara poma opened to honor the memory of her brother john. being gay was frowned upon. like so many of the bars and nightclubs serving the lgbt community. the birthplace of the gay rights movement. a pub in loring park that has served minneapoliss gay community since 1952. leaders in the lgbt movement have perceived an increase in violence directed against their community. lgbt americans continue to face threats. there are no protections to prevent a survivor of the orlando attack from being fired just because he is gay. there are no protections to prohibit a homeless shelter from turning away a survivor of the orlando attack because she is a lesbian. there are no protections to prevent a business from refusing service to a survivor of the orlando attack because she is transgender.","after"
"743",1988-03-16,"R","NV","gaydos.","before"
"744",1989-03-21,"R","NV","gaydos of pennsylvania. gaydos on a job well done.","before"
"745",1989-04-17,"R","NV","gaydos.","before"
"746",1989-08-01,"R","NV","gaydos. gaynos.","before"
"747",1990-03-21,"R","NV","i enthusiastically commend chairman gaydos and mr. chairman gaydos.","before"
"748",1990-04-19,"D","NV","as gaylord nelson.","before"
"749",1990-10-18,"D","NV","a bill to lost rights under the adea because of was continually reminded of the words amend the age discrimination claims the neglect of fepas or the eeoc of gaylord nelson.","before"
"750",1993-09-28,"D","NV","some that were gays. some that were lesbians.","before"
"751",1999-10-05,"D","NV","i rise today to pay tribute to james arthur gay i. jimmy gay was one of the first black hotel executives in las vegas in the 1950s at a time when his longtime friends sammy davis jr.. gay was one of the best khown and respected local black leaders of his generation. the state of nevada has honored jimmy gay by naming him a distinguished nevadan in 1988 and a few years before. the city of las vegas and the state of nevada honored him with ""jimmy gay day."" for his civic efforts. others come in and stay there for a very long time leaving marks that will never be forgotten."" jimmy gay is one of those whose legacy will remain for the countless nevadans whose journey will be easier because of his pioneering efforts. las vegas is abetter place because jimmy gay went above and beyond to advance the cause of social justice. there is no doubt that jimmy gay made a tremendous difference. 1999 at the age of 83 jimmy gay died of complications of a stroke. senator is a better person because of the friendship he enjoyed with jimmy gay and.","before"
"752",2000-06-19,"D","NV","in las vegas a gay man was shot to death because he was gay. someone went to a city park with the specific purpose to find someone who was gay. took this man from a bar because he was gay.","before"
"753",2000-07-27,"D","NV","these concerns were most troubling to the gay and lesbian community.","before"
"754",2000-10-05,"D","NV","he also advocates the .murder of gay men on his new cd. iverson has apologized to gay men and to women for the hateful language contained in his cd.","before"
"755",2001-01-31,"D","NV","gays and lesbians.","before"
"756",2001-05-15,"D","NV","convinced that the men were gay.","before"
"757",2001-06-14,"R","NV","we do not want to be gay bashing around this chamber. if there was a group of people who believe in a gay lifestyle.","before"
"758",2002-04-22,"D","NV","gaylord nelson.","before"
"759",2002-06-07,"D","NV","was a gay student at the university of wyoming. there is no question this happened because he was gay.","before"
"760",2004-04-01,"D","NV","including gaylord perry.","before"
"761",2004-06-02,"D","NV","but he was also stationed on the island of tinian when the enola gay took off to end the war. danny akaka watched the enola gay take off from tinian.","before"
"762",2004-06-02,"R","NV","when he was on tinian he watched the enola gay lift off on her historic mission to the japanese mainland.","before"
"763",2004-07-07,"D","NV","gay marriage and flag burning.","before"
"764",2004-07-08,"D","NV","next we are going to go to a gay marriage amendment. would the senator acknowledge no matter how strongly people feel about this gay marriage amendment. we should not be doing gay marriage. or certainly they cannot allow a vote on drug reimportationwe are going to move off this legislation and are going to the gay marriage amendment. if we weigh on one side the gay marriage amendment and on the other side the homeland security appropriations bill. is going to go to a constitutional amendment dealing with gay marriage. which is doomed to failure no matter how you feel about ithow do the people in south dakota feel about going to an amendment dealing with gay marriage instead of doing an appropriations bill dealing with homeland security?","before"
"765",2004-07-12,"D","NV","the problem with what has transpired over the weekend is senator daschle and i spent friday until somewhat late in the afternoon calling democrat senators to see if they would be willing to go forward on gay marriage without offering any amendments. so we would have this gay marriage amendment strapped with not only the gay marriage amendmentin whatever fashion we find that with the amendments suggested by the distinguished majority leaderbut it would also have a flag burning amendment attached to it.","before"
"766",2004-07-13,"D","NV","as the mother of a lesbian. there was a vote by the people of the state of nevada on whether they should include in the nevada state constitution a prohibition for gay marriage. today denied that he has insisted the senate vote on his alternative constitutional amendment banning gay marriage.","before"
"767",2005-07-14,"D","NV","yesterday was a little disjointed because of the funeral of gaylord nelson and the space shuttle blastoff that did not occur.","before"
"768",2006-04-24,"D","NV","or gay marriage. and gay marriage.","before"
"769",2006-06-06,"D","NV","we are going to do an energy bill after we finish gay marriage.","before"
"770",2006-06-16,"D","NV","if youre thinking about gay marriage.","before"
"771",2006-07-12,"D","NV","not gay marriage. where would gay marriage be?","before"
"772",2006-08-03,"D","NV","but where was my friend when we were spending all the time on gay marriage and other such things when we should have been working on this?","before"
"773",2006-09-18,"D","NV","gay marriage.","before"
"774",2006-12-05,"D","NV","on gay marriage.","before"
"775",2007-04-18,"D","NV","earth day is celebrated because of the great work of former senator gaylord nelson of wisconsin.","before"
"776",2007-09-26,"D","NV","he was gay. for other gay men and women who were and have been terrorized by this awful crime. was beaten to death with a baseball bat because his attackers believed he was gay. they didnt knowthey believed he was gay. to them he acted gay.","before"
"777",2007-11-06,"D","NV","i am gaying.","before"
"778",2007-11-15,"D","NV","let me gay this: tomorrow morning..","before"
"779",2008-04-18,"D","NV","senator gaylord nelson of wisconsin founded earth day to celebrate the environment and to call attention to the major environmental issues of the time.","before"
"780",2010-03-15,"D","NV","we are not going to have an amendment on gay marriage or on income tax.","before"
"781",2010-03-25,"D","NV","republicans then offered amendments to the final health bill on such irrelevant topics as gay marriage and foreign embassies.","before"
"782",2010-04-22,"D","NV","a senator from wisconsin named gaylord nelson created earth day 40 years ago. gaylord nelson came to the senate floor and warned: america has bought environmental disaster on the installment plan: buy affluence now and let future generations pay the price. i didnt know gaylord nelson.","before"
"783",2010-09-29,"D","NV","created the radio station wgay in silver spring.","before"
"784",2010-12-18,"D","NV","the majority of them said they had served with someone who they believed to be gay or lesbian and it didnt bother them or affect their units effectiveness. ""we have a gay guy in the unit. no one cares that hes gay."" that says it all.","before"
"785",2010-12-22,"D","NV","gay men and women who volunteered to defend and die for our country were asked to fight and die for values and principles they didnt have for themselves in america.","before"
"786",2011-09-20,"D","NV","the law has been in effect just a short period of time but more than 13.000 have been discharged because of this law which institutionalized discrimination against openly gay soldiers. i say ""openly gay."" this wasnt the case.","before"
"787",2012-05-24,"D","NV","for examplegay and lesbian victims.","before"
"788",2012-12-12,"D","NV","dont tell policy that unjustly forced gay and lesbian servicemembers into the closet.","before"
"789",2013-04-18,"D","NV","gay marriage.","before"
"790",2013-06-27,"D","NV","gay or straight.","before"
"791",2013-10-08,"D","NV","gayle lemmon.","before"
"792",2013-11-04,"D","NV","springfield officials refused to reinstate officer carney because the veteran officer had revealed he was gay. but i have lost 21/2 years of employment fighting to get that job back because i am gay. lesbian. gay. bisexual. and transgender people can be fired and harassed just for being who they are. west virginia coal miner sam hall was terrorized by his coworkers for 7 years because he was gay. the murdered california politician and gay rights activist once said: it takes no compromise to give people their rights ....","before"
"793",2013-11-05,"D","NV","i thought it was important to investigate the speakers claim that protecting lesbian. gay. bisexual. and transgender americans from being denied job opportunities. almost every state with an antidiscrimination law that prevents workplace discrimination against lesbian. gay. bisexual. or transgender individuals had fewer than 10 lawsuits filed between 2007 and 2012. told gay jokes in front of him and about him.","before"
"794",2014-03-27,"D","NV","he has endorsed the persecution of his own countrys gay and lesbian community.","before"
"795",2014-04-30,"D","NV","the answer is that madelynn is a lesbian. we see the nations gay and lesbian veterans face obstacles accessing the benefits that they have earned and rightfully deserve. our lgbt soldiers have access to the full complement of benefits available to members of the armed services.","before"
"796",2014-05-07,"D","NV","in the idaho state veterans cemetery because they are lesbians. lgbt veterans continue to face discrimination.","before"
"797",2014-06-16,"D","NV","and gayles from florida. gayles.","before"
"798",2014-06-26,"D","NV","we celebrate the progress we have made for lgbt equality.","before"
"799",2014-09-10,"D","NV","voted to deny lgbt veterans the federal va benefits they have earned if they happen to live in a state that does not recognize marriage equality. the defense department provides for lgbt soldiers and their families.","before"
"800",2015-03-24,"D","NV","i rise today on behalf of the lgbt veterans. yet an outdated law continues to bar access to va benefits for lgbt veteran families in states that do not recognize marriage equality.","after"
"801",2015-06-25,"D","NV","we see this reflected in the debate about whether gay people have the right to marry.","after"
"802",2015-07-13,"D","NV","on an amendment to protect lgbt students from discrimination.","after"
"803",2015-09-16,"D","NV","gayle smith was nominated by president obama 5 months ago. gayle smith has worked on major typhoons in asia. gayle smiths credentials are impeccable. what are republicans accomplishing by preventing a qualified nominee such as gayle smith from leading the u.s. i look forward to the senate republicans releasing their obstruction on the gayle smith nomination and working with democrats to confirm her as the next administrator of usaid immediately.","after"
"804",2015-10-22,"D","NV","i have spoken before about the crucial need to confirm gayle smith as ambassador to the u.s. gayle smith. gayle smith has extensive experience in african affairs.","after"
"805",2015-11-05,"D","NV","the lgbt community.","after"
"806",2015-11-17,"D","NV","gayle smith.","after"
"807",2016-05-17,"D","NV","this day of recognition is especially significant for america since the civil rights of transgender americans are at the forefront of an important national debate. these are the questions posed to us by what is happening in north carolina and the law there that undermines the civil rights of transgender americans. the actions taken by north carolinas legislature and governor are nothing short of statesponsored discrimination against transgender individuals. the federal courts have made it clear that sex discrimination under the civil rights act covers transgender individuals. appellate courts have concluded that discrimination against transgender people is prohibited when it is based on gender nonconformity. and we saw it in the proliferation of state bans on samesex unions intended to stifle any hope that gay and lesbian americans might one day be afforded the right to marry. 18 states and approximately 200 cities have laws on the books to protect transgender individuals in being able to use the restroom that matches their gender identity. the washoe county school district issued policies to help foster a healthy and inclusive environment for transgender students. i stand with the transgender people of north carolina and our country who are the targets of this statesponsored discrimination.","after"
"808",2016-06-13,"D","NV","a shooter pledging allegiance to isis opened fire at an lgbt locality in orlando. this was an attack on the lgbt community and all of america.","after"
"809",2016-06-14,"D","NV","a place of celebration for the lgbt community. muslim leaders all over america were some of the first to condemn this attack and rally in support of the lgbt community. but while americans within the muslim and lgbt communities are trying to unite americans in the aftermath of sundays shooting. trump tried to cast himself as a friend of the lgbt community. the nations largest gay rights group.","after"
"810",2016-06-15,"D","NV","in the aftermath of the mass murders with guns at the lgbt nightclub in orlando.","after"
"811",2016-06-21,"D","NV","people stood at candlelight vigils to honor members of the lgbt community and the latino community who were slaughtered.","after"
"812",2016-09-06,"D","NV","the lambda business association was established in las vegas in 1991 as a networking club for lesbian. gay. bisexual. transgender. and queerlgbtqbusinessowners and professionals. lambda has grown into a strong nonprofit organization known as the lgbtq chamber of commerce for southern nevada and has become a resilient voice for the lgbtq business community. lambda has brought together lgbtq business owners and their allies to build a strong network of public leaders. i look forward to the continued work of lambda to ensure equal rights for lgbtq businessowners and professionals.","after"
"813",1986-10-03,"R","NH","gaye in kentucky tells us about both of her problems concerning informed consent. gaye obviously received little if any counseling about the abortion procedure or its aftereffects. the results of this lack of informed consent are predictable: gaye was filled with guilt and remorse. i ask that gaye websters letter be printed in the record.","before"
"814",1988-03-22,"R","NH","gays and other activist groups will be filing suits to foster new definitions."" so let the record be clear.","before"
"815",1988-07-27,"R","NH","mutual share."" embarks on an effort which seeks to be ""affirming of gay and lesbian youth"" and to ""focus on homophobia as the problem."" in so doing. the manual urges that ""each of these sexual orientations."" that is to say homosexuality and bisexuality. calling homosexuality and bisexuality natural and perfectly acceptable. seeks at various instances ""to casually remind the participants that guys and lesbians are a very natural presence in our society."" well. so i find it difficult to accept the premise of this federally funded organization that gays and lesbians are a very natural presence in our society. we did not have this phenomenon of people trying to portray to our youth that honmosexuality and bisexuality are normal. page 11: we made the assertion that gay and lesbian adolescents were perfectly normal and that their sexual attraction to members of the same sex was healthy. others might be bisexual. others might be lesbian or gay. there is nothing gay about this perversion. they use the word ""gay."" which is misleading to our youth. just one more way to casually remind the participants that gays and lesbians are a very natural presence in our society."" i would like someone to point out and educate this senator how nature has equipped men to do sex with men or womcn with women. in a number of places explicitly calls homosexual and lesbian conduct normal.","before"
"816",1993-02-04,"R","NH","it has been widely reported that president clinton strategized with gay rights advocates before consulting his own joint chiefs as to how to approach this volatile issue. the presence of openly gay personnel will undermine morale and unit cohesion.","before"
"817",1993-05-04,"R","NH","and gays in the military.","before"
"818",1994-08-01,"R","NH","the material that the gay mens health crisis. bisexual. ""name someone who is gay."" it says. ""lesbian or bisexual and describe some things you have in common with that person."" that is the first question. talk with a close friend about what you think it is like for someone to be gay. lesbian or bisexual in .todays sotiety."" and on and on and on.1. there were no laws against lesbianism. gay people even have a church of their own nowthe metropolitan community churchand most of the biggest churches have gay groups. gay men."" they say. and it goes on to promote the lifestyle of two lesbian parents with a small child. ""lesbian lists"" for your children to read. ""the gay book of lists."" is another title. ""rocking the cradle."" here is the first book that thoroughly looks as topics such as the social and personal implications of lesbian motherhood. and the feelings of children growing up with lesbian mothers."" ""the crystal curtain."" and on and on. lesbian. bisexual. and gay. and gay."" the family research council. gay goes land. in this paragraph in the be homosexual or bisexual. ""how do you feel about ""relationships with members of the it?"" same sex are not only rewarding but of course straight people and gay people do contribute to our development of our a lot of other things besides have sex. i make sure they have a good shot at beam surei did not know it until a few coming lesbian or homosexual? the stationery is ""gay and lesbian believe it. nual ""gaylesbian pride month."" no. choose essential display case to post the information about the gay and lesbian community. bulletins: daily facts and information about lesbians and homosexuals. lessons: the information on famous gays and lesbians in history and wellknown contemporary gays. lesbians and bisexuals may be duplicated and used in history classes.","before"
"819",1994-08-04,"R","NH","gay and proud"" to the sex information and education council of the united states.","before"
"820",1999-05-25,"R","NH","which would later be dropped on hiroshima by the enola gay on august 6.","before"
"821",1999-05-26,"R","NH","which would later be dropped on hiroshima by the enola gay on august 6.","before"
"822",2000-06-08,"R","NH","it was selected to transport components of the atomic bomb which was ultimately dropped on hiroshima by the enola gay.","before"
"823",2001-01-31,"R","NH","antigay. antigay.","before"
"824",2004-10-07,"R","NH","to gay theleast.","before"
"825",2005-04-28,"R","NH","that is gayle osterberg. gayle has worked in the senate for 12 years. gayle graduated from the university of kansas in 1992 with a degree in communications and has effectively used her talent and knowledge of the media to rise up the ladder in the senate. gayle is moving on to greener pastures and exciting times as vice president of communications for the motion picture association of america.","before"
"826",2007-02-06,"R","NH","american men and womenand not gay to those men and women: listen.","before"
"827",2009-06-16,"D","NH","the following individuals have gone to a greater reward: glenn andrews of alabama robert cornell of wisconsin tim hall of illinois frank harrison of pennsylvania jesse helms of north carolina jack kemp of new york david king of utah horace kornegay of north carolina dan kuykendall of tennessee raymond lederer of pennsylvania clem mcspadden of oklahoma bill orton of utah william patman of texas james pearson of kansas claiborne pell of rhode island carl pursell of michigan matthew rinaldo of new jersey paul rogers of florida john seiberling of ohio paul todd of michigan stephanie tubbsjones of ohio lionel van deerlin of california jerome waldie of california lyle williams of ohio wendell wyatt of oregon.","before"
"828",2009-07-15,"D","NH","was beaten and murdered just because he was gay. the matthew shepard attack sent a message of hate and intolerance to lgbt youths and their families and instilled in countless young americans a sense of fear simply because of their sexual orientation. among lgbt youth in this country.","before"
"829",2010-12-15,"D","NH","i cant ever remember anybody getting upset about whether people were gay or straight.","after"
"830",2010-12-18,"D","NH","at least 12 nations allowing gays and lesbians to serve openly have fought alongside u.s. for nearly 17 years federal law has dictated that gay and lesbian americans serving or hoping to serve in our nations military must be silent about their sexual orientation. asked foron the impact of fully and openly integrating lesbian and gay americans into the military.","after"
"831",2012-04-26,"D","NH","we dont ask if they are an immigrant or gay.","after"
"832",2012-05-15,"D","NH","for lesbian. gay. and transgender victims.","after"
"833",2012-07-24,"D","NH","the lgbt community.","after"
"834",2012-08-02,"D","NH","to lgbt victims.","after"
"835",2012-09-20,"D","NH","gay and lesbian victims.","after"
"836",2013-02-07,"D","NH","and it recognizes that members of the lgbt community are just as deserving of our support as any other survivor of domestic violence. a recent study by the centers for disease control shows us that those in lgbt relationships actually experience higher rates of violence than heterosexual couples.","after"
"837",2013-02-14,"D","NH","many know charlie for the national attention she received over the last several years advocating on behalf of her fellow gay servicemembers and their families.","after"
"838",2013-02-28,"D","NH","whether they are members of the lgbt community.","after"
"839",2013-11-20,"D","NH","as we mark national transgender day of remembrance. the senate made history by passing employment protections for transgender workers for the first time ever. but he is worried that he will be at a significant disadvantage right off the bat because he is transgender.","after"
"840",2015-06-04,"D","NH","this amendment we are about to vote on would end the current prohibition on benefits for gay and lesbian veterans and their families living in states that do not recognize samesex marriage.","after"
"841",2015-11-30,"D","NH","2 months ago i came to the senate floor to urge the majority leader to schedule a vote on the nomination of gayle smith to serve as administrator of the u.s. the senate will have a chance in a few minutes to vote on gayle smiths nomination to head usaid. having an effective leader such as gayle smith at usaid is a critical part of that effort. i am relieved that we are finally going to get to vote on gayle smith and that the majority has overcome the objections of the one member who. that member was willing to put at risk the massive investment of resources the united states has made in afghanistan and other parts of the world just to score political points on an issue that was completely outside of gayle smiths portfolio at usaid. as things have moved on gayle smith. who have worked very hard to secure the confirmation vote for gayle smith to serve as administrator for usaid. i am sure we will have a very broad bipartisan vote in support of gayle smith.","after"
"842",2016-06-15,"D","NH","honor our friends in the lgbt community who are hurting.","after"
"843",2016-06-20,"R","NH","it was an attack on our lgbt community in a place where people come together to enjoy themselves to celebrate who they are.","after"
"844",1982-03-04,"D","NJ","se ws agaydos) is recognized for 60 minutes. gaydos.","before"
"845",1983-04-12,"R","NJ","511 yeas297 evans (ia) evans (il) fascell pazio feighan ferraro fledler flippo florio foglietta foley ford (mi) frank frost puqua garcia gaydos gejdenson gephardt gilman gingrich glickman gonzalez goodling gore gradison green gregg guarini gunderson hall (oh) hamilton hance harkin harrison hatcher hawkins hetner heftel hertel hightower hopkins howard hoyer hubbard huckaby hughes hunter hyde ireland jacobs jef fords jenkins johnson jones (ok) kaptur kastenmeler kazen kennelly kildee kogovaek kolter kostmayer lfalce lagornaraino lantos leach lehman (ca) lehman (fl) leland lent levin levine levitas lewis (fl) livingston long (la) lowery (ca) lowry (wa) luken lundine mack mackay madigan markey martin (il) martinez matsul mavroules mccloskey mccollum mccurdy mcdade mcewen mcgrath mchugh mckernan mckinney mcnulty mica michel mikulski miller (ca) mineta minish mitchell moakley moody moore morrison (ct) mrazek murphy murtha natcher nelson nichols nowak obrien oakar oberstar obey olin orti panetta patterson pease penny pepper perkins petri pickle porter price pursell rahall rangel ratchford ray regula reid richardson ridge rinaldo roberts roe roemer rogers rose roth roukema rowland roybal russo sabo so the bill was passed.","before"
"846",1986-05-15,"D","NJ","mittie kornegay.","before"
"847",1988-03-23,"D","NJ","bill gay.","before"
"848",1988-10-06,"R","NJ","including politburo member imre pozsgay.","before"
"849",1989-05-31,"D","NJ","gayle soloman.","before"
"850",1990-05-14,"D","NJ","gayle woodsum of looking up of augusta.","before"
"851",1990-06-12,"D","NJ","during the battles of leyte and ungayen gulf.","before"
"852",1990-06-13,"D","NJ","67 percent of the reported aids cases are among homosexual and bisexual men.","before"
"853",1991-02-20,"D","NJ","and gayle and the proud grandfather of six grandchildren.","before"
"854",1991-05-22,"D","NJ","congressman gaydos.","before"
"855",1991-11-14,"D","NJ","1330 gaydos.","before"
"856",1992-04-07,"R","NJ","a third of the demonstrators said they had attended a rally in support of gay or lesbian rights.","before"
"857",1992-09-30,"D","NJ","whether he was standing up for the rights of gays and lesbians.","before"
"858",1993-11-18,"R","NJ","act up and queer nation than they are with operation rescue."" ms.","before"
"859",1994-02-25,"D","NJ","it was antigay.","before"
"860",1994-03-17,"R","NJ","and queer nation.","before"
"861",1994-07-21,"D","NJ","uncle gayol. manuel gayol.","before"
"862",1996-09-10,"D","NJ","my views on gay issues have evolved over the years. but the countervailing thought in a society as diverse as ours is that opponents of gay rights have rooted their opposition to religion. but having a homosexual orientation and being a gay is not a choice. even in questions of discrimination against gays. that there should be no discrimination against gays in housing and employment. and that is why i have been a long supporter of gay rights in these areas. it achieves the balance between ending discrimination against gays and respecting freedom of religion. the issue of gay marriage. it is still legal to fire someone because they are gay. lesbian. many employers just will not hire a gay or a lesbian. employers dont hate gays.","before"
"863",1996-09-18,"D","NJ","and from the time that democratic senator gaylord nelson organized the first earth day over 25 years ago and republican president richard nixon created the environmental protection agency in 1970.","before"
"864",1996-09-20,"D","NJ","gay scholarship.","before"
"865",1997-04-17,"D","NJ","gaylord nelson.","before"
"866",1997-05-14,"D","NJ","i rise today on behalf of noel gaynor. this is a photo of sinead gaynor holding a sign at a demonstration @ printed on recycled paper containing 100% post consumer waste which says ""dont deport my daddy."" she and the other nine american children are the reason we are here today. noel gaynor legally emigrated from his native northern ireland to the united states in hopes of putting his past behind him and beginning a new life. gaynor settled in my district in bloomfield. gaynor has married a wonderful wife. gaynor away from his home. gaynor from his life here and deporting him would not only destroy his life but the life of his wife and his children. noel gaynor is our neighbor.","before"
"867",1998-09-01,"D","NJ","casey gaynor. mike gaynor. casey gaynor. mike gaynor and ken kondek.","before"
"868",1999-06-16,"D","NJ","at a time when violence against gays and minorities is becoming more frequent there is no place for benign legislation.","before"
"869",2000-06-20,"D","NJ","a gay student at the university of wyoming. one of the victims was a 16yearold gay high school studefnt who was badly beaten.","before"
"870",2001-06-05,"D","NJ","par_ ticularly amongst african american gay men.","before"
"871",2001-11-30,"D","NJ","the centers for disease control became aware of a virus that was claiming the lives of thousands of gay men in the united states. we thought of aids purely as a gay mens disease.","before"
"872",2002-05-23,"R","NJ","or those who flew the enola gay?","before"
"873",2003-02-25,"D","NJ","and then what we find is that these tax cuts do not really help the average gay.","before"
"874",2003-10-16,"D","NJ","i ask unanimous consent that privilege of the floor be granted to michael gayle during consideration of this legislation.","before"
