"","date","party","state","text"
"850",1993-09-28,"D","OH","and i have conscience and gone bac and have tried to decide right way to deal with th how to vote on the issue lesbians in the military."
"851",1993-10-12,"D","OH","in the words of marvin gaye."
"852",1995-06-08,"R","OH","the son of paul and gayle fortunato of concord township in northeast ohio. gayle."
"853",1997-07-24,"R","OH","a good eii ample was in the case where my co] leagues probably remember the marvi: gay song."
"854",1998-06-23,"D","OH","""its missing."" in the words of marvin gaye."
"855",1999-06-08,"R","OH","a gay report."
"856",2000-02-29,"D","OH","the author is gloria wadegayles. i think gloria wadegayles does a fabulous job of writing."
"857",2000-05-18,"D","OH","i stand today in memory of gaylen lemke."
"858",2000-06-07,"D","OH","gaylen lemke. gaylen lemke is as much a veteran of this country as anyone who has flown an airplane or served on a submarine."
"859",2000-10-05,"D","OH","white gay males were the atrisk population. the incidence of hiv/aids among young gay males is again on the rise."
"860",2001-01-31,"D","OH","he is on the fringes of advocacy of the rights of gays. stand up for gays and lesbians."
"861",2001-06-05,"D","OH","and now a lesbian is a prom king. a nation that allows lesbians to be prom kings in our schools."
"862",2001-06-12,"D","OH","this week we learn a whole new classification term for men and women: transgenders. transgenders. ohio university has designated 30 restrooms as transgendertype restrooms."
"863",2001-07-17,"D","OH","were recently charged with burning a gay pride flag during a parade. now it is illegal to burn a gay pride flag."
"864",2001-07-19,"R","OH","gaylord perry."
"865",2001-09-25,"D","OH","these three courageous americans are all heroes and are all gay. many more gay americans continue to assist in efforts in the aftermath of the tragediesrescue workers."
"866",2004-09-30,"D","OH","africanamerican voters are deeply divided on the issue of gay marriage and increasingly suspicious of republican motives around the issue. gay marriage should not be used as a wedge issue to divide any community. issues related to the gay community were cited by 2 percent as the most important problem facing the u.s.-compared to other issues. and turning around our communitiesnot about gay marriage. i believe its time to start bringing people together to work on the real issues of faith and moral commitment that confront our communities like poverty and homelessness instead of changing the constitution to deny equal rights to the gay community."
"867",2004-11-16,"D","OH","mostly opposition to abortion and gay marriage."
"868",2004-11-17,"D","OH","mostly opposition to abortion and gay rights."
"869",2004-12-06,"D","OH","mostly opposition to abortion and gay rights."
"870",2005-02-09,"D","OH","hiv/aids was primarily considered a gay white disease in the united states."
"871",2005-03-01,"D","OH","and they are saying that aarp is for gay marriage and against the troops. the issue was to ban gay marriage."
"872",2005-10-06,"D","OH","and i want to just share with my colleagues that a gentleman from heritage foundation gays that -conservatives at the heritage foundation and elsewhere have advocated regarding katrina that any recovery package begin with the understanding that the liberal social welfare programs of the last century failed the poor in every imaginable way."
"873",2005-11-17,"R","OH","with whom a good number of us had the opportunity to serveand this is 1977served as cochair with senator gaylord nelson of the special committee on official conduct."
"874",2005-11-18,"R","OH","gay forsythe reich."
"875",2006-02-15,"D","OH","i want to just gay thank you to you for coming down here every night and making these points in such a passionate way."
"876",2006-03-14,"D","OH","dont tell ban on lesbian. gay and bisexual servicemembers is clearly not compatible with university policies that prohibit campus recruiting by employers who discriminateon the basis of sexual orientation."
"877",2006-06-12,"D","OH","we are talking about gay marriage. -and we are talking about gay marriage?"
"878",2006-07-10,"D","OH","regardless of how you feel about the gay marriage amendment. on the gay marriage amendment and then days after getting reelected says. the president was for a gay marriage amendment. they are for the gay marriage amendment again."
"879",2006-07-18,"D","OH","the most pressing issue in america is gay marriage."
"880",2007-01-16,"D","OH","violence against gays."
"881",2007-11-07,"D","OH","i believe that people who happen to be gay. lesbian. bisexual or transgender are entitled to the full and equal protection of employment laws."
"882",2007-11-07,"R","OH","gay americans currently hold the dubious distinction of being the only segment of our workforce that can be overtly denied an opportunity to contribute to our economy and to earn a liing. but in the case of ensuring opportunity for gay americans. gay or straight."
"883",2008-10-02,"D","OH","and violence against gays by establishing a cabinetlevel department of peace and restorative justice."
"884",2009-02-26,"R","OH","gay. and whether they work in the parliamentarians office like gay. and one of the people that you get to know is gay topper. i want you to give me a minute like you just gave that republican."" and i turned to gay and i said. gay."
"885",2010-04-22,"D","OH","senator gaylord nelson of wisconsin persuaded president kennedy to raise the importance of the conservation through a 5day."
"886",2010-11-30,"D","OH","our nation has mourned the loss of several lesbian. gay. bisexual. and transgender teenagers driven to suicide because of hateful and ignorant bullying and harassment. millions of fellow americans have drawn attention to intolerance and violence that lgbt americans face each day. we can ensure all lgbt americans that life will get better for them. but the rash of highly publicized suicides of lgbt students not only highlights the national epidemic of bullying these students face. lgbt youth. public surveys indicate that 80 percent of lgbt students report regular harassment by fellow studentsa rate three times that of heterosexual teens. too many young gay men and women. 2009 i was attacked by a student at my school for being gay. the student attacked me for being gay. i have no way of using this attack to promote gay rights. to promote gay equality. my message to nicholas and to all lgbt americans is this: you are not alone. there is no acceptable justification for the violence experienced by nicholas or the physical and emotional mistreatment of lgbt students in our schools and in our communities. we must pass the safe schools improvement act which would help schools implement lgbtinclusive programming to combat bullying and harassment. parents and teachers also have a special responsibility to help lgbt youth confront the bullying they face at school. lgbt community centers or national organizations such as the gay. lesbian and straight education network are valuable resources for students. i remember several years ago an event where students sat together as part of a gay/straight alliance at a high school in western cuyahoga county. 5 gay students. to our own lgbt students who are either forced to live a lie or face hostility for simply living their lives. the trevor project is the leading national organization focused on crisis and suicide prevention among lesbian. gay. bisexual. transgender."
"887",2011-03-17,"D","OH","violence against gays."
"888",2011-11-15,"D","OH","whos gay."
"889",2012-05-15,"D","OH","to lesbian. gay. bisexual. transgender communities."
"890",2012-05-16,"D","OH","violence against gays."
"891",2013-10-08,"D","OH","whos gay."
"892",2013-11-06,"R","OH","the bottom line is people should not be able to be fired just because they are gay."
"893",2013-11-07,"D","OH","gay and straight. enda would protect lgbt americans from workplace discrimination. with this bill of rights29 states allow gay americans to be fired solely on the basis of their sexual orientation. we should offer these same protections to lgbt americans. and now lgbt americans of all backgrounds are fighting for equality."
"894",2016-04-07,"R","OH","joe gay and ruth tarter took me around so i could meet some of the brave women who stepped forward to treat their addiction issues."
"895",2016-06-13,"D","OH","we give them our commitment that we stand with them and that i stand with all of my friends and constituents and supporters who belong to the lgbt community."
"896",2016-06-15,"D","OH","mostly of hispanic descentmostly gay. i got a letter today or yesterday from a man in toledo: i am a gay man living in toledo. and i have never been to a gay pride event."
"897",2016-06-16,"D","OH","and the violence against our lgbt community and other communities."
"898",1984-06-07,"D","OK","gaylord of oklahoma city. gaylord. i am especially glad that this public ceremony of appreciation was held because ed and thelma gaylord have never called attention to their many worthwhile civic endeavors. many oklahomans were pleased to have the chance to participate in this event as a way of demonstrating our appreciation and affection for ed and thelma gaylord. gaylord for making possible the survival of a great american institution. gaylord recognized the unique role that this organization has played in the cultural and music life of the entire country. gaylord has made to the financing of the american olympic effort. gaylord."
"899",1985-04-02,"R","OK","i had planned to discuss the case of 3yearold chris gayner of ponca city."
"900",1987-11-17,"D","OK","the conclusion that the species does not exist below the fall line was disputed by gay gannaway ethridge."
"901",1988-04-28,"R","OK","they are a lower risk group than bisexual people. homosexual and bisexual males are 62.9 percent of the reported cases. bisexual male. homosexual and bisexual males. hopefully they will avoid homosexual and bisexual activities."
"902",1988-07-08,"R","OK","to a gay rights advocates group."
"903",1989-06-16,"D","OK","gayla. gayla became terribly ill."
"904",1990-04-20,"D","OK","senator gaylord nelson was the original founder of earth day in 1970. gaylord nelson gave a. gaylord nelson was asking the white house to provide the leadership needed for the environmental movement and president kennedy responded with several important initiatives. as president jimmy carter wrote in a letter to gaylord on april 21. i ask unanimous consent to print in the rcord a brief history of the original earth day as described by gaylord in 1989. gaylord nelson carries on as an inspiring leader in the environmental movement. i join my colleagues in saluting our good friend the honorable gaylord nelson of wisconsin."
"905",1991-11-07,"R","OK","is funding performers who openly advocate gay and lesbian lifestyles and who in their performances do things that are very. whether somebody is homosexual or lesbian."
"906",1993-02-03,"R","OK","he made promises to the gay rights groups."
"907",1993-02-04,"R","OK","gay or gays within your organization. that the gay lifestyle. we did ask a question that would prohibit gays from serving in the military."
"908",1993-05-20,"R","OK","whether we are talking about actions dealing with gays in the military. president clinton made promises to these groupsan example is gays in the military. a founder of the national center for lesbian rights. was her appearance in the gay pride parade in san francisco. she had ""celebrating our family values."" she was with her partner and their 7yearold son participating in the gay pride parade. she is a committed gaylesbian activist who has been very."
"909",1993-06-30,"R","OK","who are in a homosexual relationship to register an equivalent of a gay marriage."
"910",1993-11-16,"R","OK","you have people that might be demonstrating for equal rights for gay rights activities."
"911",1994-03-24,"R","OK","pats first ncaa cahampionship gaye the smith brothers a record as the only three brothers to win ncaa titles."
"912",1994-03-25,"R","OK","""elders calls gay sex wonderful and healthy"" and it goes on. dr elders endorsed gay adoption. we should certainly work on gay and lesbian health issues. this is her quote: once again we are dealing with the ignorance of our society about what gay people are like. elders endorsed gay marriages. learn that gay people are not just out there wanting to have sex with anybody who walks down the street. and that gay people have real loving. backing gay marriages and gay adoption. she advocates gay marriages and blasts the boy scouts. and now she has made these statements that homosexuality is a normal lifestyle in the early ages and talking about gay marriages. gay adoption."
"913",1994-06-09,"R","OK","i know i heard the majority leader gay."
"914",1994-07-13,"R","OK","it was the gay and lesbian alliances and caucuses."
"915",1995-02-14,"R","OK","and we will name it the enola gay."
"916",1995-07-17,"R","OK","and so i gay to you."
"917",1995-07-20,"R","OK","gays. gays in the military was an issue."
"918",1996-09-06,"R","OK","and ""sexual orientation"" would be defined as homosexuality and bisexuality and heterosexuality. it actually would elevate homosexuality and bisexuality as a protected class under the civil rights act. because of their backgroundsand maybe that background is a jewish background or christian background or muslim backgroundhave religious beliefs that homosexuality or bisexuality or promiscuity is immoral. i think if some organizations said they did not want to have openly gay or homosexual people as role models or mentors for young peopleboy scouts come to mind. or muslim bookstore they would be liable to be sued if they did not hire somebody who was openly gay. they do not want to have openly gay homosexuals as their scoutmasters and leaders and employees in their organization. and a homosexual or bisexual grade school teacher. maybe he is bisexual. this bill covers or protects bisexuals. tough luck if you do not hire this person even though they might be wearing a tshirt that says ""i am gay and proud of it and lets make love."" you would have to hire them. ""you did not hire me because i was openly gay."" and that company says. and we have hired gays in the past."" and they say. we have never discriminated against gays. the employer has never asked anybody but all of a sudden now somebody came in that was openly gay and you did not hire them and they say that is the reason why you did not hire them. so now you have to :prove that you have hired some homosexuals or bisexuals even though you did not even know it. but he openly admits tiat he is bisexual. this bill protects  homosexuals and bisexuals. the very definition of bisexual means you are promiscuous. bisexuals are protected under this bill. if you decided not to hire that person because they were bisexual. maybe they have religious beliefs that they would rather not hire openly gay. lesbian. or bisexual people as coaches or leaders. and they dont want to hire somebody who is openly gay or bisexual. or lesbian. you didnt hire me because i was bisexual. that employer should not be forced to hire somebody that is bisexual if they feel like they dont want to. and they really doiat want to have activist gay. lesbian. or bisexual teachers or employees teaching the kids? when they think of gays and lesbians. and bisexual. or bisexual?"" i can envision some of the people i used to work with in a particular machine shop. you have a -lot of organizations that maybe are not the boy scouts but also work with young people that would like to maintain a similar type of policy of having role models that are not avowed or open homosexuals or bisexuals and yet they would be sued. and you have somebody come in that is openly gay. we want to at least protect their right that if they want to make sure they have role models who are not bisexual or openly homosexual amongst kids and so on."
"919",1996-09-09,"R","OK","they have to show they have employed homosexuals and bisexuals. are you bisexual. what if a person who is leading a gay activist causeand there are individuals like that and some are in congress. and other peopleif somebody who had a known propensity to be a very strong advocate of gay rights. did not want to hire a person who was openly homosexual or a gay activist and have that person be a teacher or a coach or physical education instructor. bisexual or heterosexual."" it does not say by individual conduct that is done in monogamous relationships in private. ""bisexual"" by definition means promiscuous. gay activists. president clinton wanted to have gays serve in the military."
"920",1996-09-10,"R","OK","a lot of gay activists are requiring that we do that. and protection to homosexual and bisexual behavior under the civil rights act. includes homosexuality bisexuality. but should homosexuals and bisexuals have special protected status? what about a schoolteacher who is found to be in homosexual videossenator hatch mentioned one examplewhat if somebody was particularly well known as a gay activist? the fact i am well known as a gay. we passed legislation that said we rejected president clintons call for gays in the militarycongress didwith an overwhelming vote. this bill concedes that it is going to compel an approval of homosexual and bisexual behaviorthat is why religious organizations are exempted from the billbut what about religious individuals? i have heard it said on this floor that enda is necessary to guarantee to homosexuals and bisexuals the equal protection of the laws. or bisexual person is treated equally. 84 percent of the newsweek respondents did say there should be ""equal rights for gays in terms of job opportunities""-but that doesnt mean 84 percent of americans want a new federal mandate. when asked about the effort the country has already made ""to protect the rights of gays and lesbians."" 26 percent said the country had made the right amount of effort. when asked specifically if there should be ""special legislation to guarantee equal rights for gays."" 41 percent agreed that there should be such legislation but 52 percent said there should not be such legislation. enda equates homosexuality and bisexuality with heterosexuality. but the american people have never regarded homosexuality or bisexuality as the moral or legal equivalent of heterosexuality. bisexuality. a bill that will tell every employer in america that homosexuality and bisexuality must at all times and in all workplaces be irrelevant. homosexuality and bisexuality are just another orientation that congress has decreed to be irrelevant?"
"921",1997-09-09,"R","OK","it does not care if you are gay or straight."
"922",1998-05-22,"R","OK","he is a gay activist. is the latest sign that he is making good on his postelection promise to reward gays and lesbians for their support. national gay leaders said today . ."" i think its the result of very hard work behind the scenes of national gay and lesbian organizations that have been pushing and pushing for these appointments to be made"".... the executive director of the national gay and lesbian task force. she said: the united states is more socially radicalized than any other country- in the world on this issue (gay rights). to gay men and lesbians."
"923",1998-08-06,"R","OK","but i am fairly confident someone is going to try to shift the conversation to the alleged right of gays to adopt. this amendment is not intended to make it more difficult for a gay man who lives together with another gay man in a committed relationship to adopt a child. but thats not enough for some of the spokesmen of the gay movement. their next strategy is to try to find other areas of public life in which they can enact policies in which gay couples would be treated as if they were married or almost married or just as good as married. it might give some gay rights activist a warm feeling to see gay couples treated just as if they were married.but these are real kids we are talking about here. so to the advocates of gay rights. this house is pretty sharply divided about how best to protect the rights of gay people in our society. we do not have to reach an agreement today about the rights of gay people because that is not what this amendment is about."
"924",1999-06-08,"R","OK","he is gay. it is the fact that he is a gay activist who puts his agenda ahead of the agenda of america."
"925",1999-07-29,"R","OK","i want to say that many will distort this amendment as gay bashing. it does not say that a gay person cannot adopt a child."
"926",1999-11-19,"R","OK","the major reason was not that he was a gay activist."
"927",2000-10-12,"R","OK","and now 20 percent of the gay men in this country have rectal dysplasia."
"928",2001-06-14,"R","OK","but it looks to me as if it is an invitation for gay activist groups. then you have to give access to gay activists in elementary schools."
"929",2001-11-08,"R","OK","gay washington."
"930",2004-03-08,"R","OK","gayle osterberg."
"931",2004-07-13,"R","OK","a statebystate approach to gay marriage will be a logistical and legal mess that will force the courts to intervene and require all states to recognize samesex marriages. these countries have had something close to full gay marriage for a decade or more. denmark had legalized de facto gay marriage. is one of the most troubling outcomes of the whole gay marriage issue. i do not think our priorities are misplaced when we are looking at creating a whole new class of children from these gay. respected conservative voices in our country have spoken out against the idea of gay marriage and in support of the traditional definition. has this to say about the prospect of gay marriage: the redefiners of marriage are working tirelessly."
"932",2005-04-25,"R","OK","gay marriage. gay marriages."
"933",2006-01-26,"R","OK","whether that is gay marriage or whether it is abortion on demand or any of the rest of it."
"934",2006-01-30,"R","OK","they are talking about gay rights and abortion and all the things they stand for."
"935",2006-04-06,"R","OK","gay men s and barebacking."" ""tweaking"" is a 1 street term for the most dangerous t stage of meth abuse."
"936",2006-06-06,"R","OK","a may 22 gallup poll shows that a solid majority of americans58 percentare opposed to granting gay marriages the same legal rights as traditional marriages. a statebystate approach to gay marriage will be a logistical and legal mess that will force the federal courts to inteivene and require all states to recognize samesex marriages. these countries have had something close to full gay marriage for a decade or more. is one of the most troubling outcomes of the whole gay marriage debatethat the state will assume the parenting role of raising and financially supporting children. respected religious voices in our country have spoken out against the idea of gay marriage and in support of the traditional definition. he has this to say about the prospect of gay marriage: the redefiners of marriage are working tirelessly."
"937",2006-06-07,"R","OK","i can see that a statebystate approach to gay marriage will be a logical and legal mess that will force the federal courts to intervene and require all states* to recognize samesex marriages. or have passed constitutional amendments to their state constitutions that would do away with gay marriage. these countries have had something close to full gay marriage for a decade or more."
"938",2007-01-22,"R","OK","gay and straight."
"939",2007-09-18,"R","OK","but it is very shortsighted to gay we dont want to put an earnings test on something because it might change the program."
"940",2007-09-19,"R","OK","but i will gay these words so as to honor jeremys last request."
"941",2009-04-29,"R","OK","we saw a state hate crimes law used to file felony charges against 11 christians speaking their minds and preaching their beliefs concerning a gay pride parade."
"942",2010-09-14,"R","OK","concerned gays in the military. we want to acknowledge gays in the military so they can be open in their practices and all that. if someone wants to serve who is a gay person. dont tell so people are openly gay in the military. what is your feeling about having open gays in the military? i will work with congress and our military to finally repeal the law that denies gay americans the right to serve the country they love because of who they are. it is my personal belief that allowing gays and lesbians to serve openly would be the right thing to do. i will tell you what is wrong: because there is an election that is taking place november 2 and the gay lobby is a huge lobby."
"943",2010-09-21,"R","OK","i remember very well when the gay lobby started becoming active during that time during the clinton administration. it is my personal belief that allowing gays and lesbians to serve openly would be the right thing to do. i call it black thursday because not only did they vote to repeal the policy that has worked so well for the last 17 years in terms of gays in the military. that agenda is to have open gays serving in the military. is the appropriate thing to do to advance a farleft liberal agendaan open gay policy in the military."
"944",2010-12-18,"R","OK","president obama said this year: i will work with congress and our military to finally repeal the law that denies gay americans the right to serve the country they love because of who they are."
"945",2011-03-01,"R","OK","this is not the way to deal with the gay marriage debate. and he has decided to change the national debate from fiscal issues to social issues and gay marriage."
"946",2015-05-19,"R","OK","tried to connect me to a law drafted by the parliament in uganda that was antigay."
"947",2016-05-17,"R","OK","my state and dc offices have been flooded with calls from concerned constituents regarding president obamas latest unilateral action directing public schools and colleges to allow transgender kids into the bathrooms and locker rooms of their choice. including discrimination based on a students transgender status."" ultimately."
"948",1981-11-16,"R","OR","women and health roundtable: the national gay heaith coalition: bnai brith women."
"949",1983-05-25,"D","OR","yet there is an ignorance about aids which is being fueled by a larger social prejudice against the gay community."
"950",1984-06-27,"R","OR","for every concern the senator from washington may have about the klu klux klan or gay rights infiltrating or getting under this tent."
"951",1988-01-27,"R","OR","has a situation involving gay students and the gay students had a club and they demanded that the university recognize their club."
"952",1988-05-12,"D","OR","heard testimony from a wide range of experts indicating that antigay violence was on the rise and becoming more pervasive. by aids paranoia and hatred of the gay community. the victims on antigay violence increased 83 percent last year. studies have shown that nearly 1 in 4 gay men and nearly 1 in 10 women had been physically abused because of their sexual orientation."
"953",1988-05-18,"D","OR","and those within the gay and lesbian community have increased dramatically. and gays and lesbians. we must also send a message that antigay violence is no less reprehensible than crimes against racial. heard testimony from a wide range of experts indicating that antigay violence was on the rise and becoming more pervasive. by aids paranoia and hatred of the gay community. the victims of antigay violence increased 83 percent last year. studies have shown that nearly 1 in 4 gay men and nearly 1 in 10 lesbians had been physically abused because of their sexual orientation."
"954",1991-07-16,"R","OR","we are going to gay: we do not care what the states wisedom is."
"955",1992-02-19,"D","OR","and the one who says that gays are the cause of the decay of this society."
"956",1992-06-11,"R","OR","the reason you fired him is because he is gay."
"957",1993-03-30,"D","OR","i want to share a letter i received last week from a constituent who is the father of a lesbian and a veteran of world war ii who commanded a battalion in combat."
"958",1994-06-23,"R","OR","the workplace against gays and lesbians. the act does not apply to the uniform military and thus does not affect the military ban on gay men and lesbians."
"959",1994-08-17,"R","OR","i return to the ree with which i zg -z.zths kind -cl a legayj are we leaving fbr farire gsnemr ons?"
"960",1995-05-11,"D","OR","there are quite a number of gays and lesbians serving proudly in the u.s."
"961",1995-05-12,"R","OR","gaylord nelson."
"962",1996-06-26,"R","OR","i want to also gay the senator from nebraska."
"963",1996-07-22,"D","OR","gay and lesbian workers know discrimination and bias when they see it."
"964",1996-09-10,"D","OR","when i talk with gay and lesbian oregonians. not once has a gay or lesbian oregonian come to me and asked that the federal government endorse their lifestyle."
"965",1996-09-10,"R","OR","or hiring quotas for gay people."
"966",1997-11-13,"D","OR","in introducing a bill that will make it clear that this country will no more tolerate violence directed at gays. our bill simply seeks to offer the same protection to victims of gay bashing. the one who attacks gay men to ""teach them a lesson"" cannot."
"967",1998-08-05,"D","OR","the continuing assault on gay and lesbian citizens by some of my colleagues is unfortunate and undeserved."
"968",1999-03-16,"D","OR","whether the target is a young gay man in alabama or wyoming or an african american man in jasper. gays and lesbians."
"969",1999-07-22,"D","OR","and cans and a gaycouple in california. a child who is gay. or do you want the perpe- ists thew shepard was motivated by hatred trator to be prosecuted to the fullest yea of gays. and hate study concerningcrimes against gays and- lesbians."
"970",1999-07-22,"R","OR","disabled or gay. beaten and left to die because he is gay."
"971",1999-10-18,"D","OR","as we have seen so often on these issues of justice for gay folks."
"972",2000-06-20,"R","OR","wake up to read headlines of a black man dragged to death and a gay man beaten to death."
"973",2001-03-27,"R","OR","disabled or gay."
"974",2001-04-24,"D","OR","est power plants that are contributing senator gaylord nelson."
"975",2001-04-24,"R","OR","saying he targeted the women because they were lesbians."
"976",2001-04-25,"R","OR","a gay man was severely beaten with rocks and broken bottles in his neighborhood by a gang of youths shouting ""faggot."" the victim sustained a broken nose and swollen jaw."
"977",2001-04-30,"R","OR","an openly gay african american man. known to call warren names considered racial epithets and antigay slurs."
"978",2001-05-01,"R","OR","a man who allegedly attacked two men after calling them gay was arrested and charged with aggravated assault."
"979",2001-05-02,"R","OR","and armed robbery after admitting that he murdered a gay man and tried to kill another because. he thought gay men were ""evil."" in the first attack."
"980",2001-05-03,"R","OR","a 24yearold fatally shot a 15yearold youth attending a party in his home after the teen touched him on the arm and other partygoers suggested the teen was gay. friends.say that kleppinger was not gay and had been rubbing the perpetrators arm because he thought he had accidentally spit on it. other teens in the apartment began teasing the victim that he might be gay before the perpetrator shot him."
"981",2001-05-04,"R","OR","a 20yearold gay university of arizona student was sitting at a cafe when a man came up behind him and stabbed him with large knife. witnesses heard the perpetrator saying that he had ""killed a f---ing faggot."" ""this is what gays deserve."" and ""let this be a warning to the gay community."" the victim was treated at a local hospital and released."
"982",2001-05-07,"R","OR","a man in a minivan yelling obscenities ran down participants in a gay pride parade."
"983",2001-05-08,"R","OR","antigay slurs and said. shouted more antigay slurs and vulgarities."
"984",2001-05-10,"R","OR","ronald edward gay. gay told police that he shot seven people in a gay bar because he was angry. gay has been charged with firstdegree murder in the death of danny lee overstreet. police have said that gay admits shooting people ""to get rid of. saying that gay was upset over the fact that people made fun of his last name."" i believe that governments first duty is to defend its citizens."
"985",2001-05-14,"R","OR","a gay man was severely beaten with rocks and broken bottles in his neighborhood by a gang of youths shouting ""faggot."" the victim sustained a broken nose and swollen jaw."
"986",2001-05-16,"R","OR","three men who went to an adult bookstore to rob a gay man now face charges of kidnapping."
"987",2001-05-17,"R","OR","after shouting antigay epithets."
"988",2001-05-21,"R","OR","two defendants pleaded guilty to misdemeanor assault charges for their part in a 45minute crime spree that began outside a gay bar. later the defendants yelled antigay slurs and threw beer bottles at another car that had two men in it. the defendants waited outside the gay bar and beat two men who had just exited the bar."
"989",2001-05-22,"R","OR","she and her partner and their 11yearold daughter have been the victims of repeated antigay slurs. the victims have had rocks and other items thrown at their home because they are gay and some neighbors ""wanted us out of the neighborhood."" the incident in question occurred after a verbal altercation between the victims child and the perpetrators child."
"990",2001-05-23,"R","OR","a grand jury indicted a 17yearold high school student on seven charges for attacking a fellow student he believed to be gay."
"991",2001-05-24,"R","OR","prosecutors contend that hatch was robbed and beaten to death with a tire iron in part because his assailants thought he was gay. three perpetrators allegedly lured ]hatch from a bar because one of them"" had gone to -school with him and thought he was gay. they allegedly shouted gay slurs during the beating."
"992",2001-05-25,"R","OR","were walking down the street when some men directed antigay epithets at them."
"993",2001-06-05,"R","OR","though the 553word article only outlined a rare type of pneumoniait also noted that the same strain had struck five gay men in los angeles. those early days marked a panic among urban populations of gay men. and throughout the 1980s much of the gay communitys efforts were focused on organization and education. who announced to his parents he was gay earlier this year. allegedly repeatedly smashed their son with a lead pipe at a relatives home as they yelled antigay slurs. ""god will punish you for your lifestyle!"" ""you cant be gay."" the couple is quoted as saying."
"994",2001-06-06,"R","OR","a 19yearold woman working for the southern utah wilderness alliance was beaten and robbed because her attackers presumed she was a lesbian. the woman said the suspect then kicked her in the face while he yelled ""dyke"" and ""queer."" i believe that governments first duty is to defend its citizens."
"995",2001-06-07,"R","OR","assaulting and robbing men in gay bars in what police say was a ""brazen. bicoastal crime spree that included four robberies in maine and vicious attacks on gays."" including slashing one victims throat. the perpetrators were arrested after a bouncer at a gay bar recognized their distinctive boston accents after reading about them in a warning flier distributed by police."
"996",2001-06-08,"R","OR","rosenberg was arrested earlier in connection with an august 14 gay bashing in which he allegedly slapped david robinson and threatened to beat him up."
"997",2001-06-11,"R","OR","michael ""mike"" barry stabbed a gay man."
"998",2001-06-13,"R","OR","a gay man was allegedly assaulted by a male neighbor who came into the victims garage and hit him 12 times with a baseball bat saying."
"999",2001-06-14,"R","OR","that we should tolerate the gays and lesbians in our community. i stand here as one who believes that gays and lesbians are due equal rights. i didnt know anything about gays or lesbians or ""straight."" what i was taught that meant was that as a boy and a young man i should be sexually abstinent and that as an adult and a married man i should be sexually faithful to my spouse. a gay man was stabbed to death by a hitchhiker who allegedly told friends he committed the crime because he hated homosexuals. was charged with murder and is a suspect in a stabbing assault of another gay man."
"1000",2001-06-18,"R","OR","hundreds of gaypride marchers and spectators were teargassed when someone threw a militaryissue teargas grenade near the family matters contingent during the 25th annual pride parade. family matters is a social and educational group for gay and lesbian parents and their families."
"1001",2001-06-20,"R","OR","an easton teenager threw a large rock at a 17yearold boy he thought was gay. the perpetrator told friends he hated gay people and thought they should be beaten up."
"1002",2001-06-21,"R","OR","a gay man. and grand larceny after he allegedly said he planned to visit a gay bar to rob a homosexual."
"1003",2001-06-22,"R","OR","a gang of men shouting antigay slurs attacked three men."
"1004",2001-06-26,"R","OR","a black lesbian and a gay man died after a firebomb was thrown into their apartment."
"1005",2001-06-28,"R","OR","a man who used antigay epithets allegedly slashed a gay man in the face with a knife."
"1006",2001-06-29,"R","OR","a gay man was severely beaten with rocks and broken bottles in his neighborhood by a gang of youths shouting ""faggot."" the victim sustained a broken nose and swollen jaw."
"1007",2001-07-09,"R","OR","used a pocketknife to cut an antigay slur into the back of a high school classmate."
"1008",2001-07-10,"R","OR","a 45yearold gay man."
"1009",2001-07-12,"R","OR","a gay man. was beaten to death allegedly by another man who yelled antigay epithets and then fled with a woman."
"1010",2001-07-16,"R","OR","smith was shot to death outside a gay bar in montrose."
"1011",2001-07-17,"R","OR","a gay man."
"1012",2001-07-18,"R","OR","a 27year old gay man was allegedly attacked and beaten when he was walking home from work by assailants who shouted antigay epithets."
"1013",2001-07-19,"R","OR","a bomb exploded at a gay nightclub and another bomb was found outside the club during the investigation."
"1014",2001-07-20,"R","OR","were accused of disorderly conductin the beating of a gay man. began taunting the victim on the dance floor with antigay slurs."
"1015",2001-07-23,"R","OR","two men parked near a gay bar were slashed with broken bottles and beaten by a group of. men who shouted antigay epithets and stole the victims car."
"1016",2001-07-24,"R","OR","three men were charged with aggravated assault in the july 17 attack of a 17yearold gay male."
"1017",2001-07-25,"R","OR","a man who said he thought their lifestyle was ""sick"" killed two prominent lesbian activists."
"1018",2001-07-26,"R","OR","two gay men were beaten with a golf club by three men outside a greenwich village gay bar."
"1019",2001-07-30,"R","OR","the attackers had been targeting gay couples during the night."
"1020",2001-07-31,"R","OR","a gay man. slotto allegedly went to a park with the intent of assaulting gays."
"1021",2001-08-01,"R","OR","two men who had been harassing a group of women as they left a gay bar allegedly beat two women."
"1022",2001-08-02,"R","OR","police labeled the homicide a ""gay bashing."" i believe that governments first duty is to defend its citizens."
"1023",2001-08-03,"R","OR","allegedly killed by a man who believed ford was gay."
"1024",2001-09-04,"R","OR","a gay man was allegedly attacked by two men. one of whom he met through a gay chat room on the internet. the men also used antigay epithets."
"1025",2001-09-06,"R","OR","a gay man was choked and beaten by three men."
"1026",2001-09-10,"R","OR","a man allegedly beat two gay men and threatened to kill them after yelling antigay slurs."
"1027",2001-09-14,"R","OR","a high school student was allegedly beaten by a group of youths who believed he was gay."
"1028",2001-09-19,"R","OR","a 46yearold gay man. was allegedly stabbed to death outside a gay bar."
